item_name,description,github,gist,gitlab,bitbucket,launchpad,twitter,youtube,blogpost,cran,pypi,codeberg,website,publication,DOI,author1_name,author2_name,author3_name,author4_name,author5_name,author6_name,category,platform,tag1,tag2,tag3,tag4,tag5,notes,internetarchive
isopleuros,Ternary plots made simple.,,,,,,,,,https://CRAN.R-project.org/package=isopleuros,,https://codeberg.org/tesselle/isopleuros,https://packages.tesselle.org/isopleuros/,,10.5281/zenodo.7940389,nfrerebeau,,,,,,Packages and libraries,R,Diagrams and visualizations,,,,,,
ZooarchMixMod,"Produce mixture models of zooarchaeological measurement data to estimate the proportion of immature, adult-sized female, and adult-sized male specimens in an assemblage.",https://github.com/wolfhagenj/ZooarchMixMod,,,,,,,,,,,,,10.1007/s10816-023-09611-y,wolfhagenj,,,,,,Packages and libraries,R,Zooarchaeology,,,,,,
ArchaeoCal,An R Interface to OxCal.,https://github.com/ArchaeoStat/ArchaeoCal,,,,,,,,,,,https://archaeostat.github.io/ArchaeoCal/,,,nfrerebeau,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",,,,,,
ArchaeoData,Models and data to reproduce results from ArchaeoPhases examples and vignettes.,https://github.com/ArchaeoStat/ArchaeoData,,,,,,,,,,,https://archaeostat.github.io/ArchaeoData/,,,philippe-a,tsdye,nfrerebeau,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",Datasets,,,,,
aion,Provides a system of classes and methods to represent and work with archaeological time-series (and time intervals).,,,,,,,,,https://CRAN.R-project.org/package=aion,,https://codeberg.org/tesselle/aion,https://packages.tesselle.org/aion/,https://doi.org/10.21105/joss.06210,10.5281/zenodo.8032278,nfrerebeau,,,,,,Packages and libraries,R,Chronological modelling,,,,,,
alkahest,Pre-processing XY data from experimental methods.,,,,,,,,,https://CRAN.R-project.org/package=alkahest,,https://codeberg.org/tesselle/alkahest,https://packages.tesselle.org/alkahest/,,10.5281/zenodo.7081524,nfrerebeau,,,,,,Packages and libraries,R,Statistical analysis,,,,,,
Akkademia,"Translating Akkadian signs to transcriptions using NLP techniques such as HMM, MEMM and BiLSTM neural networks.",https://github.com/gaigutherz/Akkademia,,,,,,,,,,,,,,gaigutherz,arielazary,ARomach,ireman,,,Packages and libraries,Python,Machine learning,Literary analysis and epigraphy,,,,,
teethr,Calculate dental indices and lesion ratios.,https://github.com/bbartholdy/teethr,,,,,,,,,,,,,,bbartholdy,,,,,,Packages and libraries,R,Zooarchaeology,,,,,,
morphotype,Provide a pipeline from shape data extraction to typological arrangement of pottery profiles.,https://github.com/kafetzakid/morphotype,,,,,,,,,,,,,10.5281/zenodo.8224882,kafetzakid,,,,,,Packages and libraries,R,Artefact morphology,Shape recognition,Ceramic analysis,,,,
morphotypeShiny,Shiny implementation of morphotype.,https://github.com/kafetzakid/morphotypeShiny,,,,,,,,,,,,,10.5281/zenodo.6760607,kafetzakid,,,,,,Packages and libraries,R,Artefact morphology,Shape recognition,,,,,
pleiades.datasets,Platform-independent versions of Pleiades gazetteer data.,https://github.com/isawnyu/pleiades.datasets,,,,,,,,,,,https://pleiades.stoa.org/,,10.5281/zenodo.8206033,isawnyu,,,,,,Lists and datasets,,Datasets,,,,,,
ArcheOS,Linux distribution with specialist software for archaeological purposes.,https://github.com/archeos/ArcheOS,,,,,,,,,,,https://distrowatch.com/table.php?distribution=archeos,,,archeos,,,,,,Standalone software,,Drivers and IO,Bits and bobs,,,,,
ArcheoShape,Analysis tools for geometric models of archaeological pieces.,https://github.com/omendoza83/ArcheoShape,,,,,,,,,,,,,,omendoza83,,,,,,Standalone software,,Artefact morphology,,,,,,
ArchaeolPhytoliths,Automated detection and classification of multi-cell phytoliths at genera and species-level using Deep Learning algorithm.,https://github.com/iberganzo/ArchaeolPhytoliths,,,,,,,,,,,,,,iberganzo,,,,,,Packages and libraries,Python,Palaeobotany,Machine learning,Shape recognition,,,,
14C-power-sensitivity,How wrong is wrong and how good can it get? 14C chronological model power and sensitivity analyses with OxCal and R.,https://github.com/pete-jacobsson/14C-power-sensitivity,,,,,,,,,,,,,,pete-jacobsson,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",,,,,,
EDM,Configurable data collection program for archaeological survey and excavation.,https://github.com/surf3s/EDM,,,,,,,,,,,,,,surf3s,,,,,,Packages and libraries,Python,Data collection,Data management,,,,,
EDMWIN,Configurable data collection program for archaeological survey and excavation.,https://github.com/surf3s/EDMWIN,,,,,,,,,,,,,,surf3s,,,,,,Packages and libraries,Python,Data collection,Data management,,,,,
fabryka,Shiny app fabric analysis.,https://github.com/marchaeologist/fabryka,,,,,,,,,,,,,,marchaeologist,,,,,,Scripts,R,Site mapping,Spatial analysis,,,,,
3d_spatial_ripley_analyses,Test spatial associations of objects in three dimensions by using the Ripley's K function.,https://github.com/marchaeologist/3d_spatial_ripley_analyses,,,,,,,,,,,,,10.5281/zenodo.15236694,marchaeologist,,,,,,Scripts,R,Site mapping,Spatial analysis,,,,,
R for data analysis and visualization of Archaological Data,"Data Analysis and Visualization in R for Archaologists, modified from the Data Carpentry R Workshop for Ecologists.",https://github.com/carpentries-incubator/R-archaeology-lesson,,,,,,,,,,,https://carpentries-incubator.github.io/R-archaeology-lesson/,,,carpentries-incubator,Alison Clarke,François Michonneau,Auriel Fournier,,,Guides,R,Educational resources and practical guides,,,,,,
Scroll Viewer,Viewer for the Herculaneum Papyri segments.,https://github.com/atiro/scroll-viewer,,,,,,,,,,,,,,atiro,,,,,,Standalone software,,Literary analysis and epigraphy,3D modelling,,,,,
mobest,"An R package that provides types and functions for spatiotemporal interpolation of human genetic ancestry components, probabilistic similarity search and the calculation of a derived measure for mobility estimation.",https://github.com/nevrome/mobest,,,,,,,,,,,https://nevrome.de/mobest/html/master/,https://doi.org/10.1073/pnas.2218375120,,nevrome,,,,,,Packages and libraries,R,Archaeogenetics,Simulation,,,,,
vici.org,"A community driven archaeological map of classical antiquity, inspired by and modelled after Wikipedia.",https://github.com/renevoorburg/vici.org,,,,,,,,,,,https://vici.org,,,renevoorburg,,,,,,Standalone software,,Public archaeology,Spatial analysis,Datasets,,,,
pastclim,Methods to easily extract and manipulate palaeoclimate reconstructions for ecological and anthropological analyses.,https://github.com/EvolEcolGroup/pastclim/,,,,,,,,https://CRAN.R-project.org/package=pastclim,,,https://evolecolgroup.github.io/pastclim/,,,EvolEcolGroup,Michela Leonardi,Emily Y. Hallet,Robert Beyer,Mario Krapp,Andrea Manica,Packages and libraries,R,Simulation,Palaeoclimate modelling,,,,,
currycarbon,App to run C14 calibration on the command line. Includes and is based on a calibration module written in and for Haskell.,https://github.com/nevrome/currycarbon,,,,,,,,,,,,,,nevrome,,,,,,Standalone software,,"Radiocarbon dating, calibration and sequencing",Chronological modelling,,,,,
morphalr,Morphological analysis for archaeology.,https://github.com/JGravier/morphalr,,,,,,,,,,,https://jgravier.github.io/morphalr/,,,JGravier,,,,,,Packages and libraries,R,Spatial analysis,,,,,,
ExtendedMatrix,A scientific method and formal language for the Cultural Heritage domain that formalises complex interpretative philological phenomena such as virtual reconstructive hypotheses in a transparent and robust manner.,https://github.com/zalmoxes-laran/ExtendedMatrix,,,,,,,,,,,https://www.extendedmatrix.org/home,https://doi.org/10.3390/heritage6020069,,zalmoxes-laran,Bruno Fanini,Enzo Cocca,,,,Standalone software,,Schemas and ontologies,,,,,,
3D-survey-collection,Blender addon that simplifies the tasks involved in the management and optimization of the archaeological and architectonic 3D record.,https://github.com/zalmoxes-laran/3D-survey-collection,,,,,,,,,,,,,,zalmoxes-laran,,,,,,Packages and libraries,Blender,3D modelling,,,,,,
EM-blender-tools,Addon that brings the formal language Extended Matrix within the Blender 3D open-source software.,https://github.com/zalmoxes-laran/EM-blender-tools,,,,,,,,,,,,,,zalmoxes-laran,,,,,,Packages and libraries,Blender,3D modelling,,,,,,
digging.digital.data,Various legacy archaeology datasets for use as practical pedagogical case studies.,https://github.com/chrinne/digging.digital.data,,,,,,,,,,,,,,chrinne,,,,,,Lists and datasets,,Educational resources and practical guides,Datasets,,,,,
tutorial-autocad2018,AutoCAD tutotial for archaeologists.,https://github.com/chrinne/tutorial-autocad2018,,,,,,,,,,,,,,chrinne,,,,,,Guides,,Educational resources and practical guides,3D modelling,,,,,
CoccionCeramica,An application to generate temperature curves during pottery firing.,https://github.com/marcelocardillo/CoccionCeramica,,,,,,,,,,,,,,marcelocardillo,,,,,,Packages and libraries,Python,Ceramic analysis,,,,,,
archaeology-machine-learning,Machine learning techniques for archaeology.,https://github.com/lakillo/archaeology-machine-learning,,,,,,,,,,,,,,lakillo,,,,,,Lists and datasets,,Lists,Machine learning,,,,,
rockart-textanalysis,A text analysis program to explore online content about prehistoric rock art.,https://github.com/lakillo/rockart-textanalysis,,,,,,,,,,,,,,lakillo,,,,,,Packages and libraries,Python,Public archaeology,Machine learning,,,,,
WeedEco,Classification of unknown cases (e.g. archaeobotanical data or other modern weed survey data) using linear discriminant analysis to understand farming regimes.,https://github.com/WeedEco/WeedEco,,,,,,,,,,,,,,WeedEco,,,,,,Packages and libraries,R,Palaeobotany,,,,,,
CropPro,"Data organisation, classification and visualisation of archaeobotanical data to understand crop processing stage.",https://github.com/CropPro-package/CropPro,,,,,,,,,,,,,,CropPro-package,,,,,,Packages and libraries,R,Palaeobotany,Data management,,,,,
ruby-radiocarbon,Ruby gem for fast radiocarbon calibration.,https://github.com/joeroe/ruby-radiocarbon,,,,,,,,,,,,,,joeroe,,,,,,Packages and libraries,Ruby,"Radiocarbon dating, calibration and sequencing",,,,,,
dendroNetwork,Enables researchers to easily construct a network of dendrochronological series based on the similarity and find patterns of matching tree-ring material.,https://github.com/ropensci/dendroNetwork/,,,,,,,,https://CRAN.R-project.org/package=dendroNetwork,,,https://docs.ropensci.org/dendroNetwork/,,,ropensci,RonaldVisser,,,,,Packages and libraries,R,Dendrochronology,Chronological modelling,,,,,
ABMA_tutorials,A set of interactive tutorials to build agent-based models and how to use them in your work as archaeologist. These tutorials are both suitable for beginners and people who want to brush up their modelling skills.,https://github.com/ABMArchaeologists/ABMA_tutorials,,,,,,,,,,,https://abmarchaeologists.github.io/ABMA_website/,,,ABMArchaeologists,RonaldVisser,drocks13,,,,Standalone software,NetLogo,Educational resources and practical guides,Simulation,,,,"Need to add more author columns and revise the way these columns are parsed. Additional authors not currently represented include: Doug Rocks-Macqueen, Laura van der Knaap, Annemarie Jutte, , Ronald Visser, Jeroen Linssen, Tom Brughmans, Iza Romanowska, Kenneth Aitchison, Karsten Lambers.",
quantum-archeo,Set of quantitative tools for finding a common measurement unit (quantum) in archeological research.,https://github.com/maciejkasinski/quantum-archeo,,,,,,,,,,,,,,maciejkasinski,,,,,,Scripts,R,Statistical analysis,,,,,,
chrongler,"Provides convenience functions that are helpful for working with archaeological or historical data, where chronological information is stored as a period.",https://github.com/lsteinmann/chrongler,,,,,,,,,,,,,,lsteinmann,,,,,,Packages and libraries,R,Chronological modelling,Data management,,,,,
Dendro_R,Small repository that lists R packages used in dendrochronology or tree-ring research.,https://github.com/RonaldVisser/Dendro_R,,,,,,,,,,,https://ronaldvisser.github.io/Dendro_R/,,,RonaldVisser,,,,,,Lists and datasets,,Dendrochronology,Lists,,,,,
ARQUB,Scripts at the ARQUB group to work with compositional data on archaeometric studies.,https://github.com/jbuxeda/ARQUB,,,,,,,,,,,,,,jbuxeda,,,,,,Scripts,R,Statistical analysis,,,,,,
mafa,"Computes morphological indices of spatial entities (e.g. parcels, buildings).",https://github.com/JGravier/mafa,,,,,,,,,,,https://jgravier.github.io/mafa/,,,JGravier,,,,,,Packages and libraries,R,Spatial analysis,,,,,,
kart4arch,Tutorial to drive step by step any practitioner interested in learning how to use Kart.,https://github.com/UnitoAssyrianGovernance/kart4arch,,,,,,,,,,,https://unitoassyriangovernance.github.io/kart4arch/,,,UnitoAssyrianGovernance,andreatitolo,apalmisano82,,,,Guides,,Data management,Educational resources and practical guides,,,,,
SiteSyncro,Site-specific chronological modeling and synchronization.,https://github.com/demjanp/SiteSyncro,,,,,,,,,,,https://sitesyncro.readthedocs.io/en/latest/,https://doi.org/10.1017/RDC.2020.129 ,,demjanp,,,,,,Packages and libraries,Python,Chronological modelling,"Radiocarbon dating, calibration and sequencing",,,,,
baorista,Provides a Bayesian inferential tool for analysing time-frequencies of archaeological events associated with time spans typically obtained from relative chronological sequences (e.g. periods and phases).,https://github.com/ercrema/baorista,,,,,,,,,,,,https://doi.org/10.1111/arcm.12984,,ercrema,,,,,,Packages and libraries,R,Chronological modelling,Data management,,,,,
crom,Python library to make creation of CIDOC CRM easier by mapping classes/predicates to python objects.,https://github.com/thegetty/crom,,,,,,,,,,,,,,thegetty,,,,,,Packages and libraries,Python,Schemas and ontologies,,,,,,
carbondate,R package to analyse multiple radiocarbon determinations.,https://github.com/TJHeaton/carbondate,,,,,,,,https://CRAN.R-project.org/package=carbondate,,,https://tjheaton.github.io/carbondate/,https://doi.org/10.1111/rssc.12599,,TJHeaton,sara-amira-alassam,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",,,,,,
RJradiocarbon,Radiocarbon calibration of multiple 14C samples using reversible jump poisson process.,https://github.com/sara-amira-alassam/RJradiocarbon,,,,,,,,,,,,,,sara-amira-alassam,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",,,,,,
Mycenaean Atlas Project ,The purpose of the Mycenaean Atlas is to furnish accurate lat/lon pairs for Bronze Age sites in the central and eastern Mediterranean.,,,,,,,,,,,,http://helladic.info/,,,Robert Consoli,,,,,,Lists and datasets,,Lists,,,,,,
Curso_Intro_R_Arqueologia,Introductory course to R for archaeologists (Spanish).,https://github.com/Mcotsar/Curso_Intro_R_Arqueologia,,,,,,,,,,,,,,Mcotsar,,,,,,Guides,,Educational resources and practical guides,,,,,,
neonet,NeoNet serves as a framework to study the transition from the Late Mesolithic to the Early Neolithic through spatio-temporal modeling of radiocarbon dates,https://github.com/zoometh/neonet,,,,,,,,,,,,,,zoometh,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",,,,,,
c14Intervals,R package for calculating probability intervals and point estimates for calibrated radiocarbon dates.,https://github.com/jallison7/c14Intervals,,,,,,,,,,,,,,jallison7,,,,,,Packages and libraries,R,"Radiocarbon dating, calibration and sequencing",,,,,,
SurveyeR,Uses a Dirichlet process to probabilistically assess the phase of undated archaeological assemblages.,https://github.com/acortell3/SurveyeR,,,,,,,,,,,,,,acortell3,,,,,,Packages and libraries,R,Seriation,,,,,,
cran-JSDNE,JSDNE is an age estimation methods with 3D reconstructed auricular surface.,https://github.com/jisunjang19/cran-JSDNE,,,,,,,,https://CRAN.R-project.org/package=JSDNE,,,,https://doi.org/10.1016/j.jas.2024.106080,,jisunjang19,,,,,,Packages and libraries,R,Artefact morphology,,,,,,
eratosthenes,"Provides a coherent foundation for archaeological chronology-building by incorporating, computationally, all relevant sources of information on uncertain archaeological or historical dates.",https://github.com/scollinselliott/eratosthenes,,,,,,,,,,,,,,scollinselliott,,,,,,Packages and libraries,R,Chronological modelling,,,,,,
lakhesis,"Provides an interactive platform and critical measures for seriating binary data matrices through the exploration, selection, and consensus of partially seriated sequences.",https://github.com/scollinselliott/lakhesis,,,,,,,,https://CRAN.R-project.org/package=lakhesis,,,,,,scollinselliott,,,,,,Packages and libraries,R,Statistical analysis,,,,,,
ArchaeoMag,Program for the modelling of magnetic anomalies in archaeological research.,https://github.com/antonio-schettino/ArchaeoMag,,,,,,,,,,,,https://doi.org/10.4430/bgta0296,,antonio-schettino,,,,,,Standalone software,,Geophysical survey,,,,,,
AutArch,An AI-assisted workflow capable of creating uniform archaeological datasets from heterogeneous published resources.,https://github.com/kevin-klein/AutArch,,,,,,,,,,,,,,kevin-klein,,,,,,Standalone software,Python,Machine learning,Data management,,,,,
archaeological-fields-and-methods,"A curated collection of archaeological disciplines, methods, and techniques, along with key resources for learning, research, and tools.",https://github.com/jonaschlegel/archaeological-fields-and-methods,,,,,,,,,,,,,,jonaschlegel,,,,,,Lists and datasets,,Lists,,,,,,
dateback,A platform for the exploration and analysis of date palm archaeobotanical remains.,,,https://forge.ird.fr/diade/besseiche/dateback,,,,,,,,,https://cloudapps.france-bioinformatique.fr/dateback/,https://doi.org/10.1101/2025.02.21.639487,,Margot Besseiche,,,,,,Lists and datasets,,Palaeobotany,,,,,,
paleographic-networks,Explore networks consisting of paleographic features connected by their co-occurrence on the same inscription.,https://github.com/Eythan31/paleographic-networks,,,,,,,,,,,,,,Eythan31,,,,,,Packages and libraries,Python,Iconography,,,,,,
course-guide,Guide with practical exercises for the MA course Agent-based modelling for archaeologists: From concept to application and publication.,https://github.com/CoDArchLab-ABM/course-guide,,,,,,,,,,,https://codarchlab-abm.github.io/course-guide/,,,CoDArchLab-ABM,Andros-Spica,,,,,Guides,,Educational resources and practical guides,Simulation,,,,,
ArcheOS-software-list,A collection of open-source software and digital tools for archaeology.,https://github.com/lucaarcteam/ArcheOS-software-list,,,,,,,,,,,,,,lucaarcteam,,,,,,Lists and datasets,,Lists,,,,,,
gia,"This course provides a basic introduction to the archaeological use of GIS, focusing on the techniques for spatial data collection, management, and visualization, as well as key analysis tools.",https://github.com/BernCoDALab/gia,,,,,,,,,,,https://berncodalab.github.io/gia/,,,BernCoDALab,MartinHinz,,,,,Lists and datasets,,Educational resources and practical guides,Spatial analysis,,,,,
smada,Course website for Statistical Methods for Archaeological Data Analysis.,https://github.com/BernCoDALab/smada,,,,,,,,,,,https://berncodalab.github.io/smada/,,,BernCoDALab,MartinHinz,,,,,Lists and datasets,,Educational resources and practical guides,Statistical analysis,,,,,
OA-Archaeology,List of open access archaeology journals.,https://github.com/AQueff/OA-Archaeology,,,,,,,,,,,,,,AQueff,,,,,,Lists and datasets,,Platforms and publications,Writing,,,,,
diamond,A collection diamond open access archaeology journals.,https://github.com/open-archaeo/diamond,,,,,,,,,,,https://diamond.open-archaeo.info/,,10.5281/zenodo.15026607,open-archaeo,,,,,,Lists and datasets,,Platforms and publications,Writing,,,,,
chronologr,R package for chronological graph modelling (port of ChronoLog).,https://github.com/joeroe/chronologr,,,,,,,,,,,,,,joeroe,,,,,,Packages and libraries,R,Chronological modelling,,,,,,
carbonara_poc,A proof of concept for a potential bayesian sequential calibration software.,https://github.com/MartinHinz/carbonara_poc,,,,,,,,,,,,,,MartinHinz,,,,,,Packages and libraries,Python,Chronological modelling,"Radiocarbon dating, calibration and sequencing",,,,,
tempo,Provides a formal representation of intervals between two points in time (periods) and the potential logical relations between them.,https://github.com/joeroe/tempo,,,,,,,,,,,,,,joeroe,,,,,,Packages and libraries,R,Chronological modelling,,,,,,
arqueologiaSVG,Displays SVG files of archaeological sites.,https://github.com/weberjavi/arqueologiaSVG,,,,,,,,,,,,,,weberjavi,,,,,,Standalone software,JavaScript,Site mapping,Diagrams and visualizations,,,,,
Transect-Calculator,"A simple script that outputs the number of transects, direction of each transect, and locations of the first sensor, centerline, and last sensor along the baseline of a rectangular survey unit.",https://github.com/Lugal-PCZ/Transect-Calculator,,,,,,,,,,,,,,Lugal-PCZ,,,,,,Scripts,Python,Site mapping,Geophysical survey,Bits and bobs,,,,
PhotoCaptionTool,Automatically generates a photo log using photographs' exif data.,https://github.com/Lugal-PCZ/PhotoCaptionTool,,,,,,,,,,,,,,Lugal-PCZ,,,,,,Scripts,Python,Photography,Data management,Bits and bobs,,,,
granulizeR,Shiny app for particle size distribution of lithic archaeological remains.,https://github.com/marchaeologist/granulizeR,,,,,,,,,,,,,,marchaeologist,,,,,,Standalone software,R,Geoarchaeology,,,,,,
OSA-Transcriber,Utility for transcribing Old South Arabian texts.,https://github.com/Lugal-PCZ/OSA-Transcriber,,,,,,,,,,,,,,Lugal-PCZ,,,,,,Standalone software,Python,Literary analysis and epigraphy,,,,,,
happydigger,A program which you can be used for cataloging archaeological finds.,,,,,,,,,,,,https://www.nongnu.org/happydigger/,,,Joop Stakenborg,,,,,,Standalone software,C,Data management,,,,,,
open-archeocsean,An interactive catalogue of open source datasets for the archaeology in the Pacific and Southeast Asia.,https://github.com/sebastien-plutniak/open-archeocsean,,,,,,,,,,,https://analytics.huma-num.fr/Sebastien.Plutniak/open-archeocsean/,,,sebastien-plutniak,,,,,,Standalone software,R,Datasets,Bibliography,Platforms and publications,,,,
crossref-predynastic,Web app that uses the Crossref API to fetch and display publications on Predynastic Egyptian Archaeology.,https://github.com/watrall/crossref-predynastic,,,,,,,,,,,https://watrall.github.io/crossref-predynastic/,,,watrall,,,,,,Standalone software,,Datasets,Bibliography,Platforms and publications,,,,
PyPotteryLens,"Provides a comprehensive suite of tools for processing, detecting, and analyzing pottery fragments from scanned documents.",https://github.com/lrncrd/PyPotteryLens,,,,,,,,,,,,,,lrncrd,,,,,,Standalone software,Python,Artefact morphology,Shape recognition,Machine learning,,,,
PyPotteryInk,"Automates the digital inking process of archaeological pottery drawings, transforming pencil drawings into publication-ready illustrations while preserving the original characteristics and enhancing their analytical power.",https://github.com/lrncrd/PyPotteryInk,,,,,,,,,,,,,,lrncrd,,,,,,Packages and libraries,Python,Artefact morphology,Diagrams and visualizations,Machine learning,,,,
CQArchaeo,Calculate and plot Kendall CQA results.,https://github.com/lrncrd/CQArchaeo,,,,,,,,,,,,,,lrncrd,,,,,,Packages and libraries,Python,Statistical analysis,,,,,,
Ceramatic2.0,A computer vision tool designed to automate the documentation and analysis of archaeological pottery.,https://github.com/lrncrd/Ceramatic2.0,,,,,,,,,,,,https://doi.org/10.1016/j.daach.2025.e00435,,lrncrd,,,,,,Packages and libraries,Python,Artefact morphology,Machine learning,,,,,
ArchSV,Simplify the creation of volumes for discrete archaeological features.,,,,,,,,,,,,https://extensions.blender.org/approval-queue/archsv/,,,Benedict-Dyson,,,,,,Packages and libraries,Blender,3D modelling,Site mapping,,,,,
hm-generator-site,A one-pager website meant to allow a person to interactively build a harris matrix.,https://github.com/shawngraham/homecooked-history/tree/main/hm-generator-site,,,,,,,https://electricarchaeology.ca/2025/07/11/a-harris-matrix-generator-natural-language-query-tool/,,,,https://shawngraham.github.io/homecooked-history/hm-generator-site/enhanced.html,,,shawngraham,,,,,,Standalone software,Python,Harrix matrix,Diagrams and visualizations,,,,,
archio,Management tool for archaeologists.,https://github.com/weberjavi/archio,,,,,,,,,,,,,,weberjavi,,,,,,Standalone software,Ruby,Data management,,,,,,
PolyChron,Analysis and archiving of archaeological dating evidence.,https://github.com/bryonymoody/PolyChron,,,,,,,,,,,https://bryonymoody.github.io/PolyChron/,,,bryonymoody,,,,,,Standalone software,Python,Chronological modelling,Harrix matrix,,,,,
Arc-Team-Tools,"A series of small, open-source applications for archaeology developed by Arc-Team.",https://github.com/lucaarcteam/Arc-Team-Tools,,,,,,,,,,,,,,lucaarcteam,,,,,,Scripts,Python,Bits and bobs,,,,,,
hand_axes_database_downloader,A scraper for bulk downloading biface artifact records and images from the Archaeology Data Service for research and analysis.,https://github.com/jfpalomeque/hand_axes_database_downloader,,,,,,,,,,,,10.5284/1000354,,jfpalomeque,,,,,,Scripts,Python,Data management,Drivers and IO,,,,,
hand_axes_image_processing,An automaic pipeline to prepare and process image collections of archaeological artifacts for computer vision workflows.,https://github.com/jfpalomeque/hand_axes_image_processing,,,,,,,,,,,,10.5284/1000354,,jfpalomeque,,,,,,Scripts,Python,3D modelling,,,,,,
Digging-with-Python,"Showcases examples of how Python can be applied in the field of archaeology, demonstrating the versatility and power of Python for archaeological research and data analysis.",https://github.com/jfpalomeque/Digging-with-Python,,,,,,,,,,,,,,jfpalomeque,,,,,,Scripts,Python,Educational resources and practical guides,,,,,,
pandora,Analysing and distinguishing cut marks on bones.,https://github.com/jfpalomeque/pandora,,,,,,,,,,,,10.1016/j.jasrep.2017.03.033,,jfpalomeque,,,,,,Packages and libraries,R,Shape recognition,Biological anthropology,,,,,
CaveSurvey,Cave surveying application for Android devices.,https://github.com/lz1asl/CaveSurvey,,,,,,,,,,,,,,lz1asl,,,,,,Standalone software,Java,Site mapping,,,,,,
ariadne,Scripts querying the ariadne infrastructure.,https://github.com/SCSchmidt/ariadne,,,,,,,,,,,,,,SCSchmidt,,,,,,Scripts,R,Data management,Drivers and IO,,,,,
